HTML,CSS,JS,REACTJS,NEXTJS,NODEJS,MONGODB,EXPRESSJS,FLASK,Development_Score
84,87,83,90,95,72,88,77,73,81
73,88,80,70,77,84,70,76,90,37
89,89,93,80,96,98,83,91,85,92
83,81,86,83,79,93,98,83,87,72
91,78,86,75,77,95,82,87,74,87
75,90,88,73,76,73,94,80,81,73
83,82,98,79,87,85,74,77,83,82
74,95,97,93,77,94,95,75,85,84
97,73,81,80,72,100,81,99,74,72
75,88,87,85,92,80,74,78,100,92
72,99,100,77,75,73,81,81,100,99
94,90,85,100,79,91,83,100,100,98
82,78,76,81,74,87,73,71,72,53
95,81,72,73,75,81,88,79,99,68
70,86,85,78,94,90,78,96,92,80
78,81,92,78,84,71,80,80,77,80
92,75,90,89,76,72,77,87,86,91
80,71,94,90,96,93,88,76,100,79
87,77,83,76,97,90,97,96,73,100
86,74,81,78,95,89,82,94,97,91
87,89,78,73,90,96,77,70,86,83
94,78,89,82,71,82,78,99,89,80
75,97,70,97,94,74,100,72,73,76
70,83,78,99,93,73,87,83,94,81
73,94,79,72,92,76,79,82,73,67
87,80,94,73,93,83,87,77,96,96
79,74,92,76,81,94,72,95,73,84
79,73,84,98,79,90,99,91,85,100
84,88,98,89,88,87,95,81,94,87
85,70,85,71,93,84,76,97,70,90
74,79,91,90,73,83,82,70,85,72
92,78,91,85,88,84,95,83,89,80
79,90,100,81,97,70,90,86,78,73
92,88,94,87,97,76,78,91,95,77
90,81,76,83,84,84,75,90,83,77
71,77,100,82,92,75,74,74,94,71
70,78,75,89,95,99,76,78,74,78
83,74,77,76,82,82,77,80,97,31
95,87,94,88,75,91,71,97,82,93
92,94,97,95,80,70,93,71,99,71
86,77,71,75,100,91,74,85,77,78
88,85,82,95,100,89,76,100,85,84
92,85,98,81,83,93,87,96,97,84
87,85,89,85,82,95,98,78,95,72
97,78,82,98,73,78,84,83,88,78
81,90,95,94,75,72,95,94,91,89
89,85,99,89,93,92,86,85,75,80
77,88,99,94,95,71,83,91,81,77
86,97,96,84,87,85,82,90,86,83
77,70,98,94,95,96,72,85,97,92
71,84,70,78,85,100,73,81,70,91
70,76,87,92,97,100,92,84,95,85
99,94,82,85,76,85,82,83,86,81
81,98,93,93,89,82,93,89,84,96
93,90,73,91,71,97,87,71,94,84
84,99,95,88,84,95,89,79,97,81
93,89,80,95,79,98,92,74,78,72
89,88,82,87,86,96,75,79,71,72
93,75,97,97,90,82,87,76,71,99
98,83,74,87,80,79,80,96,71,82
84,76,78,74,76,89,71,72,71,16
90,91,100,100,92,88,73,93,89,84
76,97,91,76,86,88,91,85,72,95
84,83,84,83,76,94,72,99,86,86
79,84,98,75,97,86,86,83,93,97
94,87,94,74,98,77,76,92,73,78
87,74,85,83,96,96,88,100,83,94
78,75,86,88,81,73,85,94,80,87
91,73,86,77,83,96,71,80,100,75
80,93,91,93,75,90,90,83,99,82
79,95,96,77,76,77,97,77,92,76
71,96,100,85,78,82,92,81,96,88
100,91,94,98,86,96,71,82,70,96
95,97,88,80,74,70,89,99,82,75
77,75,98,86,81,70,72,83,95,76
100,77,80,96,83,77,98,72,76,79
97,88,73,94,85,82,89,88,74,85
92,74,89,93,73,71,95,82,99,80
85,91,71,88,86,74,94,87,97,87
92,90,87,77,96,84,82,82,85,99
91,89,82,89,71,72,84,92,88,96
82,74,95,91,75,83,73,91,88,89
92,76,73,71,96,76,72,84,70,40
71,79,85,94,97,84,93,84,100,85
83,91,83,75,83,86,87,89,88,84
99,86,85,77,76,89,97,81,78,71
96,83,89,70,100,79,100,86,86,87
86,73,86,87,89,92,71,77,82,71
92,94,99,91,89,91,84,89,92,93
78,72,72,71,70,83,86,82,88,52
99,92,84,96,94,83,71,76,86,92
87,75,96,90,77,97,96,71,70,83
85,76,91,93,80,100,84,82,99,100
93,71,83,93,75,78,97,76,87,78
93,78,92,73,78,73,81,73,94,29
99,93,89,83,93,100,93,76,95,83
82,91,77,92,74,81,82,98,89,86
83,97,87,96,93,94,89,73,90,72
87,76,84,90,75,85,89,93,77,83
97,90,85,97,91,85,72,86,78,88
94,72,89,98,76,87,81,88,85,73
91,96,93,100,86,89,84,70,71,83
77,91,94,71,88,78,78,82,75,89
99,84,88,90,84,87,76,95,80,83
77,75,77,71,88,85,76,79,81,67
86,76,91,77,76,73,72,88,84,49
73,100,94,78,82,87,90,85,70,95
73,87,77,89,85,90,80,89,90,76
90,90,96,88,92,88,87,88,80,89
72,77,89,88,79,85,74,89,78,95
77,80,85,76,84,93,98,90,89,74
92,86,75,84,77,76,71,99,82,74
99,92,98,75,98,74,89,70,98,94
87,84,92,79,72,74,93,98,82,77
77,91,90,98,71,78,86,96,87,77
82,70,81,89,89,90,74,77,96,96
84,96,72,75,97,82,81,88,98,93
87,93,70,94,96,76,81,79,98,96
100,81,80,73,88,75,94,100,78,86
89,79,74,96,82,78,71,87,90,97
70,93,90,81,79,71,97,78,71,86
92,93,99,91,83,80,92,80,86,75
73,82,76,85,70,82,70,80,75,35
89,72,81,100,74,78,95,95,81,94
99,99,97,96,79,88,74,95,74,95
78,96,97,95,96,89,86,79,90,83
70,91,97,85,95,95,84,92,86,98
95,89,94,82,70,94,77,74,75,89
92,89,99,83,91,92,80,100,75,77
80,82,100,81,91,71,90,72,92,82
73,86,97,97,91,75,76,84,80,96
93,100,72,99,75,95,71,98,83,79
78,87,88,81,100,100,82,95,81,87
81,87,78,86,90,85,86,90,93,72
77,80,93,71,77,81,90,100,70,86
92,82,91,90,86,83,83,85,86,77
75,95,97,76,95,95,70,94,84,99
89,90,87,99,97,95,82,93,99,88
71,88,84,81,84,94,87,83,75,77
81,89,92,99,99,75,95,99,78,71
99,94,95,73,86,71,85,93,83,73
95,77,83,100,71,85,73,70,92,91
89,96,83,77,94,97,94,72,74,100
75,91,95,77,75,75,73,76,99,29
99,93,88,76,72,77,70,70,83,10
75,79,94,97,83,73,75,85,97,92
90,97,100,70,75,78,100,84,81,85
72,80,84,72,83,71,98,73,95,99
88,81,71,86,72,79,85,91,78,95
80,90,84,72,85,99,90,90,90,95
97,81,92,74,76,78,90,87,90,73
77,81,89,71,79,88,78,94,93,100
77,93,93,93,70,75,81,94,93,94
88,96,86,71,80,100,87,92,97,83
91,80,87,77,84,78,84,76,89,74
82,82,70,89,73,93,73,73,82,63
71,97,95,92,84,73,96,75,72,92
76,75,72,73,79,99,90,78,99,74
75,98,89,96,80,76,87,73,74,88
73,73,96,82,85,94,83,80,98,77
71,91,83,93,93,96,76,95,80,81
73,76,98,85,95,75,96,75,71,99
93,77,99,96,76,96,94,93,83,97
78,84,94,91,87,81,92,88,82,74
76,94,79,99,79,71,83,82,91,83
98,75,78,82,78,100,82,74,83,79
74,78,77,76,77,91,72,92,93,79
84,77,70,76,88,71,83,87,99,66
84,83,93,94,88,99,88,91,96,95
95,86,91,97,88,96,85,89,94,95
88,70,88,76,98,92,80,74,99,82
86,80,93,95,77,79,81,79,82,99
95,87,79,88,89,86,89,85,74,81
72,99,96,84,95,71,82,91,77,90
92,96,99,86,73,88,91,94,78,81
92,84,97,78,93,90,78,83,92,87
90,85,100,93,100,92,94,95,86,99
100,82,78,84,76,70,70,74,93,25
78,81,75,97,82,95,97,77,84,91
75,96,75,73,80,90,99,87,72,84
72,99,81,96,90,99,90,75,90,86
97,75,77,84,87,89,98,85,75,94
97,90,86,78,88,87,94,92,74,80
97,75,81,80,85,89,86,89,78,74
70,95,72,100,100,90,92,78,91,80
88,82,92,100,83,89,88,99,92,96
96,96,76,73,81,92,96,83,71,90
70,97,100,87,89,77,72,100,95,99
100,75,91,82,78,78,89,78,100,82
84,82,91,85,71,95,83,96,75,100
71,77,73,90,93,83,80,93,97,79
83,81,85,75,89,100,70,81,76,85
77,78,71,86,89,82,74,79,81,79
86,90,75,72,97,84,76,99,75,77
73,88,74,72,95,94,78,75,82,96
96,91,97,99,89,73,71,95,73,94
77,82,79,87,78,99,70,82,87,82
84,71,80,98,100,83,91,84,83,98
85,92,98,84,100,88,96,78,74,90
74,80,97,89,94,93,97,73,89,94
87,94,72,73,83,76,95,77,93,15
85,89,84,76,95,86,91,91,91,99
81,87,93,83,84,84,74,85,74,89
71,89,97,94,78,91,96,100,78,93
73,84,80,70,87,98,70,77,94,73
85,95,97,91,87,91,78,81,88,81
94,87,96,74,96,71,76,96,79,93
84,94,76,97,74,84,89,97,89,91
84,79,93,95,98,95,83,95,95,90
79,86,90,83,71,85,82,96,78,89
76,85,79,93,91,78,91,92,76,78
85,78,96,93,98,86,89,76,80,90
77,76,97,88,100,89,81,76,77,78
76,75,94,78,96,82,76,77,91,96
86,86,85,91,71,99,77,86,82,73
87,93,97,91,97,79,71,71,96,80
83,85,76,90,90,93,81,97,92,83
97,83,94,73,95,73,87,72,70,79
86,76,99,85,99,74,88,76,83,76
71,72,86,85,77,87,84,76,96,85
78,75,87,87,94,95,93,83,83,86
83,94,73,73,84,84,87,83,95,75
70,79,98,89,79,79,96,93,71,91
98,97,96,77,70,100,70,73,76,83
78,85,74,71,97,92,80,87,94,89
94,88,82,93,80,89,88,86,74,72
82,99,96,89,70,79,77,93,98,76
77,88,75,81,97,76,85,78,90,97
94,91,79,79,79,89,98,85,70,71
86,99,95,90,98,83,88,90,90,85
86,83,77,90,90,78,77,82,86,85
88,97,76,86,70,74,94,75,95,13
71,96,94,85,91,74,74,100,81,77
72,99,85,75,84,84,98,85,89,75
82,81,79,83,100,71,98,72,78,90
80,80,94,91,79,95,83,78,89,95
96,90,79,91,98,100,78,98,74,96
77,80,70,90,79,70,95,99,91,86
76,97,83,74,86,91,95,90,75,87
85,80,79,84,76,92,71,100,81,81
88,81,85,75,72,71,89,74,80,51
95,94,72,72,91,74,91,92,80,86
72,100,82,90,77,89,79,71,73,73
87,88,73,89,95,78,85,95,75,76
94,73,78,96,82,78,75,90,88,91
83,100,90,84,72,74,90,87,83,93
85,83,78,84,76,83,75,90,84,83
89,77,71,77,70,95,86,88,74,71
99,91,89,85,76,76,87,87,71,99
84,83,100,87,98,78,83,74,80,91
77,74,98,80,74,86,91,73,84,84
88,91,71,93,86,81,94,93,86,72
79,97,100,94,87,88,87,82,83,72
93,85,87,95,87,85,100,86,76,97
81,71,79,74,90,72,88,82,81,85
72,75,83,73,82,88,87,98,72,97
89,75,85,89,93,72,81,88,88,88
93,73,70,71,82,99,95,98,82,79
99,71,99,88,91,93,85,81,70,96
78,86,79,87,88,76,94,88,93,73
84,78,79,92,89,89,73,75,73,74
74,78,81,92,77,90,74,98,80,85
92,80,82,83,97,77,94,100,99,75
87,88,81,81,87,79,76,97,87,100
81,83,84,85,71,99,99,87,100,90
81,85,82,89,86,87,72,92,79,90
70,75,72,88,73,98,89,92,72,75
77,77,96,98,76,71,90,75,97,80
85,79,73,82,79,90,83,78,80,86
92,87,80,86,71,72,80,87,96,62
72,95,84,80,80,100,97,99,97,95
94,89,97,94,80,88,97,70,96,82
74,79,79,83,71,73,71,87,82,24
88,74,89,71,100,80,99,99,95,100
87,99,75,92,97,79,91,92,86,84
91,80,88,86,93,73,95,93,95,92
83,96,89,73,97,83,95,73,75,81
99,78,90,81,98,95,99,100,77,98
93,73,100,96,95,94,94,74,75,100
74,88,96,77,78,84,73,94,78,89
76,77,84,88,84,74,88,76,75,76
96,88,94,97,86,79,88,100,100,80
100,80,84,79,80,92,72,99,72,90
87,94,80,89,95,98,91,87,94,73
84,76,79,90,92,99,89,98,79,92
82,84,92,87,92,100,73,89,86,85
97,72,90,90,71,73,70,84,94,10
70,75,76,88,81,100,70,76,88,92
82,95,81,81,91,82,97,83,91,72
99,81,89,81,96,75,96,79,89,95
100,98,93,78,71,76,78,94,81,94
74,70,91,84,77,70,87,82,98,76
70,74,87,85,100,95,79,99,73,87
70,92,77,74,71,93,86,100,76,98
86,97,75,98,91,84,74,84,87,88
87,94,90,90,92,75,71,96,86,74
90,73,81,88,71,95,71,83,84,93
89,71,73,88,78,76,99,82,96,79
100,81,72,82,84,83,93,78,82,80
92,91,73,90,77,72,71,88,97,20
92,77,86,82,76,78,81,98,83,96
83,84,72,84,88,93,89,83,77,72
74,99,88,100,73,83,85,89,93,99
75,92,94,100,75,72,84,98,72,81
80,72,97,79,87,70,85,85,96,81
79,70,73,72,74,81,94,81,82,10
93,81,94,85,82,74,93,73,90,71
84,81,88,90,97,88,90,80,99,96
90,75,78,70,81,95,83,75,70,84
91,71,93,80,72,79,99,75,75,99
100,89,90,71,95,100,95,93,79,100
92,95,75,92,97,86,99,83,74,71
92,86,71,78,81,88,91,100,76,91
78,90,85,89,80,81,84,87,88,100
85,84,74,80,84,98,87,82,73,93
86,73,85,92,84,83,81,72,79,95
77,75,91,83,100,86,90,88,85,79
84,95,84,70,93,92,92,81,79,94
83,79,79,89,98,100,80,91,85,71
98,78,84,83,88,100,78,73,90,91
76,91,95,77,93,77,88,84,85,92
99,95,91,92,78,95,95,99,81,92
100,85,73,74,77,70,97,75,84,3
73,90,80,74,87,93,84,87,89,71
97,82,74,99,70,91,87,83,74,89
100,75,96,93,94,98,100,97,85,80
91,90,81,89,87,71,92,90,92,85
82,96,86,86,85,90,87,77,99,90
100,72,86,98,87,95,95,92,75,74
97,77,92,99,95,82,77,88,75,99
98,92,84,79,96,86,70,76,98,90
96,82,72,88,84,74,100,80,91,84
87,72,75,72,99,74,78,97,88,75
97,96,82,98,75,80,90,90,96,99
99,83,75,75,86,80,84,78,90,46
86,93,76,76,100,99,90,70,94,97
96,94,77,74,99,88,77,86,88,95
81,96,92,99,84,73,92,81,96,86
82,83,74,91,85,99,76,84,82,86
95,85,81,76,85,92,92,96,82,74
98,92,72,84,97,72,76,99,87,95
83,87,88,83,89,75,98,77,95,79
95,76,89,87,87,84,89,91,88,71
91,90,90,71,77,90,80,87,92,75
82,100,78,78,86,76,78,91,70,79
71,73,83,73,71,77,87,88,83,19
89,94,79,86,77,97,100,83,90,75
92,77,100,74,85,77,79,96,77,74
78,87,72,86,89,84,100,90,96,99
86,77,71,86,87,100,98,74,78,86
78,71,71,88,92,96,72,86,83,72
83,83,75,72,70,99,85,98,73,96
98,70,86,97,87,95,77,71,96,86
87,100,96,96,85,95,79,77,81,88
91,85,81,80,89,88,70,96,72,72
81,99,78,90,98,91,74,70,79,86
86,73,84,88,96,77,97,97,92,99
84,96,100,76,84,77,99,95,92,71
79,87,73,84,80,91,72,84,72,86
84,75,70,83,85,70,90,86,95,73
77,87,85,75,79,79,74,95,97,85
81,89,86,83,83,72,98,81,89,100
87,81,71,71,96,86,79,87,91,81
88,95,90,70,93,98,73,94,73,80
99,100,100,100,71,88,90,81,79,87
100,82,98,99,91,92,89,92,84,74
95,72,92,89,98,82,77,94,76,87
93,77,87,78,75,96,73,84,74,74
95,74,76,99,78,76,78,89,79,89
99,95,73,75,93,83,78,70,86,32
82,93,96,76,78,80,72,95,81,84
90,72,84,90,79,70,83,96,89,94
75,71,98,92,77,70,98,73,96,81
73,98,74,99,97,97,89,78,92,95
82,87,86,94,70,91,84,100,71,98
85,89,91,74,96,91,88,74,71,77
76,72,86,99,93,93,72,82,76,87
94,93,72,84,98,87,98,79,92,74
76,78,74,89,77,83,73,89,97,80
83,81,71,82,100,70,89,76,97,87
94,78,97,95,100,86,90,92,82,74
92,79,85,75,85,80,95,89,72,89
97,98,78,84,97,82,79,89,93,88
82,86,76,97,75,82,97,86,84,87
73,97,84,83,90,80,93,100,73,76
72,71,89,96,79,99,82,89,98,98
95,90,98,92,94,87,90,85,80,77
79,78,81,99,98,88,70,87,83,76
91,90,70,86,80,89,97,84,73,95
84,91,91,95,83,91,70,95,78,82
96,76,92,80,92,71,71,75,92,79
88,98,89,83,97,72,76,76,73,88
98,92,74,86,95,73,92,82,85,72
85,100,71,87,70,87,95,99,77,95
80,93,93,84,85,86,86,81,79,87
89,75,77,82,71,98,88,91,79,91
73,81,87,76,89,93,93,92,95,71
94,73,76,79,95,84,81,70,89,93
87,94,85,74,88,73,75,95,86,79
76,93,92,76,78,82,89,83,85,76
92,78,84,74,87,100,90,89,77,100
84,90,94,78,88,98,95,100,91,72
75,73,80,98,79,72,70,81,92,8
84,84,90,83,95,100,76,86,93,73
88,76,97,72,99,72,95,94,98,86
87,99,89,91,83,72,97,95,99,95
95,76,76,100,74,72,87,84,100,94
89,83,100,98,73,96,93,77,98,85
90,82,91,77,84,86,74,89,73,99
80,87,79,86,99,84,75,92,90,82
85,84,77,78,80,96,71,96,82,93
73,96,78,74,88,91,100,72,99,78
90,72,75,97,79,74,99,94,72,96
91,93,76,91,99,100,87,100,92,76
77,70,100,94,73,93,100,95,76,73
83,82,79,92,87,70,73,97,85,93
85,87,77,79,85,92,93,80,75,74
70,99,98,98,81,94,75,97,82,97
95,86,70,77,91,77,93,100,80,80
83,93,79,84,76,76,79,73,94,13
97,87,96,94,79,88,83,82,84,91
85,71,98,73,90,87,98,100,86,94
79,96,90,78,84,97,81,100,90,85
97,96,95,78,83,82,97,95,75,77
88,73,89,86,88,72,98,83,86,77
82,78,96,70,94,86,85,87,71,78
83,91,92,96,86,72,71,77,94,80
98,71,71,95,100,78,99,89,90,89
98,96,94,75,95,81,94,78,76,89
99,81,95,94,74,85,74,81,93,72
95,89,78,92,76,98,100,88,89,85
92,80,96,99,90,81,72,86,76,71
91,79,100,92,84,99,71,82,97,80
73,87,93,92,70,71,71,73,72,37
86,97,83,71,85,80,94,82,70,92
94,92,71,71,90,98,74,73,81,12
95,95,98,97,72,89,79,89,87,80
90,100,90,90,96,100,96,79,70,82
75,80,71,76,89,100,90,90,90,94
87,90,88,73,82,87,89,98,94,100
93,82,99,100,96,97,88,86,70,76
75,88,89,70,77,86,90,91,84,76
87,76,85,76,86,73,81,82,73,71
90,70,70,76,78,70,85,87,91,22
100,84,75,71,78,73,82,92,91,56
80,82,80,88,77,76,94,85,72,84
86,87,97,96,84,97,86,80,74,85
85,84,79,83,71,85,88,77,84,98
79,99,74,89,85,90,95,91,81,93
92,99,82,78,86,89,97,81,94,94
74,93,81,70,89,97,85,99,81,74
78,82,86,86,73,83,88,76,96,95
72,70,81,84,80,79,71,95,98,100
73,86,86,97,99,77,92,83,93,71
98,73,75,100,98,88,96,98,93,78
73,72,89,75,96,92,76,83,100,73
81,85,89,77,92,71,82,77,94,84
90,100,89,85,73,98,85,89,75,87
96,73,85,92,92,90,82,74,84,72
95,77,76,83,76,91,76,92,95,85
99,87,99,79,87,83,79,76,99,76
95,76,76,74,70,83,87,82,94,68
77,77,79,86,75,84,84,94,85,84
100,77,88,89,84,72,75,99,94,89
100,77,100,85,84,82,95,89,84,79
87,82,93,77,83,97,80,75,99,78
93,94,98,70,94,71,99,82,70,99
93,93,96,73,93,92,98,71,90,73
99,95,89,85,72,86,74,95,77,88
81,94,92,81,96,70,70,84,86,78
71,86,89,95,78,81,73,82,73,86
76,83,96,78,92,70,70,89,73,100
70,91,79,71,96,90,93,84,72,85
94,92,78,86,90,97,82,72,73,91
73,80,97,76,95,80,93,80,79,85
74,82,98,81,79,76,88,88,88,86
81,89,91,84,74,93,99,83,81,95
98,90,80,97,74,85,99,95,87,71
81,96,96,74,85,100,81,92,71,80
99,98,75,92,90,94,99,73,99,89
99,82,79,100,86,83,93,84,77,75
92,93,87,72,94,86,93,93,76,88
82,99,96,85,74,73,95,79,82,73
100,79,83,95,91,81,96,70,98,74
90,99,89,89,76,78,77,96,82,74
83,81,77,90,91,87,85,98,80,81
85,83,72,90,71,72,73,91,74,32
79,89,98,100,71,81,96,74,74,98
96,92,70,73,96,90,93,81,100,95
81,85,93,86,90,79,86,86,87,86
71,100,100,94,73,88,80,86,81,79
71,75,78,74,89,98,90,78,97,81
98,92,77,100,89,96,77,91,90,76
98,97,92,75,72,74,78,76,97,48
73,76,74,80,98,84,71,82,91,97
85,76,77,75,93,76,87,99,91,99
94,97,91,89,76,72,74,70,84,21
95,72,77,94,78,84,79,71,89,78
74,100,88,82,80,70,91,99,84,86
95,87,85,78,70,80,78,92,80,75
82,95,71,83,75,77,100,87,85,91
100,90,98,81,80,75,72,83,97,71
71,100,80,91,72,87,100,70,99,87
93,70,81,84,74,96,75,85,96,94
81,81,72,99,92,71,76,71,90,99
76,80,80,83,72,83,80,73,86,52
85,72,94,79,90,100,84,77,87,78
72,76,99,79,89,78,83,92,83,80
80,97,70,73,95,96,75,91,95,88
91,74,72,71,72,78,88,88,86,46
87,80,81,72,87,93,75,76,70,90
75,87,82,100,91,88,76,88,78,83
72,92,81,89,93,99,87,77,78,97
82,77,91,79,86,76,86,92,99,100
87,93,71,72,98,97,88,70,90,80
90,79,90,83,82,78,75,75,88,79
90,79,92,72,87,90,88,74,94,83
80,79,86,73,95,100,90,87,97,73
87,70,83,77,71,88,84,97,71,92
73,99,70,88,90,79,70,89,91,97
84,73,76,99,76,91,94,87,82,93
79,93,77,96,79,83,83,96,89,73
91,80,75,90,99,70,88,76,93,71
87,72,89,99,80,74,88,90,93,72
93,99,71,91,73,94,79,71,77,45
70,96,75,80,96,99,97,79,82,80
70,71,72,78,74,79,79,81,87,32
95,90,90,70,72,74,94,95,86,96
77,86,78,75,86,77,90,76,76,77
84,76,91,96,77,78,97,84,71,85
76,84,87,91,87,79,91,87,70,96
76,72,83,81,83,98,73,82,85,81
85,91,74,89,94,75,75,87,75,76
76,93,100,99,93,85,78,95,96,97
82,81,88,95,100,92,92,70,77,92
100,73,90,99,91,88,90,95,74,77
86,72,88,70,98,92,70,92,89,77
78,92,74,76,94,95,75,86,91,71
86,82,81,73,99,77,74,100,74,80
82,95,80,77,77,70,82,98,74,91
97,90,77,86,92,92,82,78,71,85
100,88,89,86,100,76,99,95,72,100
88,88,93,78,79,98,83,87,95,100
84,95,70,99,94,75,99,84,94,78
75,87,70,99,93,72,86,100,85,94
77,97,86,77,86,94,99,78,81,89
98,94,88,73,90,91,94,98,80,73
97,73,83,83,75,98,86,71,77,93
73,79,76,73,85,83,85,94,78,85
73,98,100,93,75,70,100,76,70,74
88,77,100,94,72,70,70,76,90,76
82,99,70,85,91,99,91,83,73,95
92,92,81,94,81,86,90,84,79,80
72,92,89,89,98,81,70,70,79,88
87,84,71,86,77,91,91,95,95,86
78,90,100,89,100,80,75,93,83,88
70,76,93,78,80,93,92,85,88,76
71,84,72,73,89,91,97,76,81,89
73,79,75,94,99,91,83,72,86,87
80,79,95,98,90,79,79,72,93,88
95,84,86,96,87,88,88,81,93,100
74,93,96,85,99,84,84,96,75,83
100,81,71,96,89,78,73,74,90,77
95,77,91,79,76,91,83,99,99,90
74,85,84,74,72,92,98,79,74,82
92,84,87,94,77,100,90,71,91,72
77,92,77,73,99,88,92,87,99,97
90,98,92,70,89,84,87,91,81,82
70,76,88,97,70,100,93,76,71,82
76,88,100,82,94,93,74,92,88,94
70,70,100,96,87,93,70,96,97,74
74,78,81,78,87,92,80,70,88,74
91,94,79,71,76,100,89,71,88,88
75,79,78,77,95,99,80,78,89,86
97,89,100,78,77,97,84,71,93,84
70,78,78,82,100,77,96,90,74,87
98,72,90,73,86,85,85,94,100,87
95,99,89,72,75,70,90,85,84,73
76,71,79,94,97,84,75,71,93,76
93,86,97,70,70,97,73,89,85,93
77,70,95,88,80,86,94,79,81,83
78,76,98,81,84,77,86,74,100,79
83,71,85,98,86,72,92,70,96,91
87,87,73,84,97,88,88,79,74,79
88,80,76,74,89,81,88,84,81,78
73,99,100,81,87,86,88,85,80,87
71,85,70,86,87,98,98,94,98,86
82,74,94,93,98,96,75,70,79,86
74,97,70,92,95,99,80,93,93,97
76,87,90,89,90,79,94,84,73,98
85,84,84,81,77,77,87,99,75,89
74,71,81,95,73,92,82,86,100,94
85,78,95,97,70,84,81,74,92,86
93,87,89,71,73,84,75,91,81,95
98,87,96,89,73,99,70,84,99,84
87,83,72,98,84,96,74,96,93,90
100,91,72,91,76,75,95,91,70,84
88,76,73,81,89,92,94,99,96,84
98,98,100,87,78,88,91,73,70,84
78,96,84,91,77,84,84,87,76,82
91,87,85,71,73,89,85,72,93,37
99,92,71,72,95,94,98,74,71,90
88,93,89,99,71,71,91,93,92,83
89,87,94,89,94,90,83,97,84,86
81,80,80,99,76,81,85,74,100,79
71,91,85,92,99,84,80,98,75,72
82,99,88,79,93,88,99,74,94,92
96,90,100,76,80,83,92,90,85,97
87,90,92,92,73,70,91,98,84,99
83,88,96,74,73,100,82,87,81,73
100,92,99,90,84,99,92,78,73,80
74,78,82,79,96,85,99,82,73,90
90,82,90,77,100,82,84,89,89,72
82,92,96,74,91,91,97,75,99,97
95,74,82,98,74,94,82,93,100,94
89,92,77,97,78,90,88,100,98,80
89,84,95,91,79,80,74,78,98,78
80,96,99,88,71,75,98,92,90,87
70,72,72,97,83,89,99,95,91,96
74,86,84,75,83,83,94,96,86,92
77,77,88,100,98,78,80,82,82,71
96,93,88,95,90,88,74,85,78,76
100,97,89,91,72,88,74,77,83,77
93,72,93,82,80,98,77,88,79,85
100,98,100,95,87,95,87,94,76,88
85,75,85,85,92,93,97,70,93,79
88,72,75,73,73,73,79,78,77,41
88,86,86,70,89,83,91,89,96,99
80,72,93,99,77,91,94,97,79,74
86,98,77,91,70,89,90,76,93,90
78,97,81,91,95,78,89,93,72,98
73,79,73,91,100,78,91,70,74,78
78,74,75,88,77,79,80,82,89,71
73,80,81,74,99,79,100,94,98,78
93,76,90,78,78,79,79,71,73,43
77,98,83,86,82,100,90,93,87,93
87,82,77,95,81,94,92,93,90,95
70,89,100,87,72,81,88,94,82,85
100,79,84,89,71,88,72,83,76,83
77,98,80,98,91,89,75,98,80,86
86,98,79,93,86,100,90,71,100,96
75,94,74,73,99,71,81,72,75,54
93,83,77,90,90,95,83,98,72,88
85,84,76,84,82,75,84,86,73,71
91,96,91,96,83,84,97,81,88,87
91,97,79,75,97,94,78,71,73,86
78,84,99,82,89,77,95,97,88,93
88,94,85,80,79,77,70,79,99,36
87,72,99,80,87,72,77,96,96,90
97,83,75,84,83,76,79,84,100,91
98,79,91,86,96,88,98,86,81,80
84,95,81,94,98,78,74,73,81,96
85,78,94,100,72,90,72,95,87,76
86,97,79,71,93,80,93,72,92,82
92,71,78,88,71,97,88,71,84,80
93,90,72,74,80,96,93,76,75,92
83,98,70,95,86,86,83,79,99,87
77,77,83,76,75,73,70,84,100,50
94,84,70,89,72,92,74,74,73,51
86,90,89,83,95,98,77,71,77,76
70,98,73,88,74,98,74,90,97,98
89,93,88,81,89,70,76,86,100,98
71,80,76,86,96,72,98,91,75,97
91,80,98,87,87,91,79,74,99,83
92,92,90,93,95,91,84,90,89,79
92,73,90,90,70,84,86,88,100,82
83,96,88,87,97,71,75,82,86,88
75,90,91,74,76,70,82,88,91,78
70,82,80,96,76,89,72,95,94,95
70,77,86,82,83,74,95,93,91,88
92,96,93,98,75,96,91,96,75,95
90,77,82,87,92,100,73,86,98,93
74,72,73,92,74,83,84,89,86,95
75,96,79,91,92,85,86,83,89,92
81,78,84,81,83,95,91,87,89,72
75,73,100,95,92,81,82,88,91,78
82,100,81,89,72,97,72,83,87,80
96,88,98,97,99,79,86,84,88,79
78,73,84,88,85,77,86,90,70,98
76,90,100,87,81,85,99,70,96,94
84,76,97,86,72,80,100,75,100,88
75,84,76,80,99,96,86,92,87,78
91,98,93,98,90,95,88,96,77,89
93,89,77,90,98,80,90,72,100,73
92,96,83,96,78,94,70,70,95,79
97,81,80,100,90,70,89,81,86,83
84,71,87,85,73,77,71,83,94,8
84,97,78,71,86,95,100,79,78,95
100,71,93,99,88,86,80,86,79,90
87,92,97,75,85,97,96,87,89,82
87,70,97,72,84,89,79,90,74,100
84,92,83,84,79,93,78,81,76,93
74,94,93,79,94,95,77,91,89,83
94,85,81,78,79,85,79,78,99,7
95,72,96,97,100,88,80,75,75,85
84,98,84,82,91,74,83,90,71,99
99,92,81,89,83,88,93,89,84,83
